Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
Toyota,Yaris,-0.30827087807049647,Sedan,0.11532714349707451,-0.601963455545718,Petrol,Manual,-0.6006404846942497
Opel,Calibra,-2.240908471805521,Coupe,2.2025981321854435,0.21844996353229118,Metan/Propan,Manual,-0.821299770837729
Renault,Kadjar,1.0721845460259498,Crossover,-0.31514273798574555,-0.601963455545718,Diesel,Automatic,0.5856658679533127
Ford,Fusion,1.348275630845239,Sedan,-0.7733952834230942,0.21844996353229118,Hybrid,Automatic,0.5867166264587578
Volkswagen,Passat,-1.136544132528364,Combi,0.09418245807634401,-0.10971540409891246,Metan/Propan,Automatic,-0.5848791071125726
Renault,Clio,-1.4126352173476533,Hatchback,-0.5267610901186957,-0.43788077173011614,Petrol,Automatic,-0.7373441662526623
Renault,Grand Espace,0.9341390036163051,Minivan,-0.13784414720838944,-0.43788077173011614,Diesel,Automatic,0.9702434809462337
BMW,3 Series,-1.9648173869862318,Sedan,-0.01678678792939807,-0.43788077173011614,Petrol,Manual,-0.7372390904021178
Skoda,Yeti,0.9341390036163051,Crossover,-0.3194301861268765,-0.7660461393613198,Petrol,Automatic,0.16641322428070204
Land Rover,Discovery,-0.17022533566085182,SUV,0.417002082820321,1.367028750241504,Diesel,Automatic,0.5867166264587578
Volkswagen,Sharan,0.3819568339777266,Universal,-0.41022320558612,-0.7660461393613198,Petrol,Manual,0.040322203627285336
Volkswagen,Passat,-0.7224075052994303,Sedan,0.6893811411980516,0.09046547015612176,Diesel,Automatic,-0.5060722192041871
Mercedes,E Class,-0.30827087807049647,Sedan,0.6893811411980516,0.5466153311634948,Diesel,Automatic,0.061232297885643605
Opel,Astra,0.3819568339777266,Universal,-0.05713924102239519,-0.9301288231769216,Diesel,Manual,-0.35896602844186765
Renault,Grand Scenic,0.7960934612066605,Universal,-0.1479322604816387,-0.601963455545718,Diesel,Automatic,-0.08576881702613139
BMW,7 Series,-0.03217979325120721,Sedan,2.071452659633203,-2.57095566133294,Petrol,Automatic,0.271489074825216
BMW,7 Series,0.3819568339777266,Sedan,-0.01678678792939807,1.8576359748501534,Diesel,Automatic,1.3222475802703553
Peugeot,807,-0.30827087807049647,Minivan,-0.11766792066189087,0.21844996353229118,Diesel,Automatic,-0.7792694306199234
Honda,CR-V,0.6580479187970159,SUV,-0.03191895783927199,0.5466153311634948,Diesel,Manual,0.6602697218399176
Skoda,Superb,0.5200023763873712,Sedan,0.8407028402967908,-0.10971540409891246,Petrol,Automatic,-0.043843552658870334
Mercedes,E Class,-0.8604530477090749,Sedan,1.5085359389858932,0.5466153311634948,Diesel,Automatic,-0.3170407640746066
Skoda,Superb,1.2102300884355943,Sedan,-0.6220735843243549,0.21680913669413518,Petrol,Automatic,1.5218916963049318
Volkswagen,Jetta,0.6580479187970159,Sedan,-0.7229547170568477,-0.7660461393613198,Hybrid,Automatic,-0.14881432735283975
Hyundai,ix35,0.24391129156808203,Pickup,0.08409434480309473,0.21844996353229118,Diesel,Automatic,0.271489074825216
Toyota,Prius c,0.7960934612066605,Hatchback,-0.3704054224966051,-0.6085267628983421,Hybrid,Automatic,-0.20145732847564124
